ID,RiskScore
185,65.72705134068426
186,72.84454654572441
187,56.80172121661557
188,34.06240190021916
189,27.180629076097976
190,31.442495811912917
191,72.06457952203803
192,54.35869356362682
193,28.93713593340841
194,70.32838443838207
195,25.44103811307231
196,34.02146863491083
197,56.597771714957155
198,64.23289806924741
199,34.89621070317625
200,29.512258631183865
201,53.95051987780297
202,34.79057243684743
203,34.343051230134535
204,71.684801452406
205,59.67680578942722
206,70.31695047657607
207,37.7317718538029
208,49.53657068563423
209,61.33055043582391
210,30.009356625944125
211,30.278987651269798
212,75.06509836067815
213,65.0889832330567
214,41.9146759885247
215,56.071249681333946
216,62.95797910523766
217,63.543664285464814
218,47.07447961878944
219,31.245314165787665
220,31.860892164994166
221,33.836332486354195
222,28.373742606702564
223,54.03231773811869
224,30.033671682503016
225,65.03359198880099
226,61.140044516661284
227,37.42434134625253
228,39.747754502134654
229,39.61234812266521
230,49.42419013826635
231,48.35586744782271
232,34.734946459106624
233,48.68892038019536
234,76.10269167756186
235,63.04725711941684
236,29.991275930896897
237,46.65311406145897
238,67.42274407255073
239,30.981949823684054
240,67.07277097428972
241,70.96495830797448
242,42.26264263123036
243,66.69262829514676
244,68.31441794668355
245,67.40696910780956
246,21.819688794576376
247,44.94218899420499
248,76.50095819056
249,21.441533979584293
250,67.35802119243588
251,33.93266323844005
252,36.04332484384223
253,50.89174407055392
254,50.48628558515898
255,29.784387207875866
256,54.25021796122951
257,73.31705996576306
258,65.72006935029302
259,31.803987774390567
260,45.61276956920435
261,46.09862727030874
262,28.851844649116774
263,76.7540594116659
264,66.0547862063753
265,28.125135445782778
266,44.67160663207967
267,29.911775198916427
268,66.5712127454991
269,75.5739094414092
270,53.85066398915164
271,75.50047240168067
272,32.54358047015259
273,44.11856206583409
274,29.90281254833405
275,49.80451722674457
276,63.98267746359001
277,35.05205362432457
278,59.431862621354774
279,30.0798485731195
280,62.533875949145745
281,61.94828373760899
282,52.6026955437613
283,53.28700174240524
284,33.65650493628107
285,33.34955065565457
286,31.270512349674743
287,72.38326290806735
288,49.89688563230367
289,35.76321004057556
290,49.47296452764365
291,39.71862355299079
292,55.21123826165533
293,72.19775080745552
294,34.15006356341815
295,70.19780158241268
296,74.59135669893942
297,29.95590322294419
298,38.819217570193345
299,71.34362458203834
300,47.539312923287376
301,77.01849263239362
302,54.166915440593876
303,34.9114351277661
304,60.04552292151389
305,31.30723696811798
306,35.305723828315244
307,69.1247640330933
308,52.766431099737524
309,30.024136462312775
310,71.0499580857685
311,53.00795379156564
312,45.50034413994619
313,46.48346903270408
314,69.73142492408398
315,73.10419586833703
316,36.61517577539353
317,33.84706052567951
318,58.59333730809013
319,30.509405722361695
320,27.997094792030015
321,36.38102226730272
322,72.07407753909632
323,63.04797810782746
324,91.52245662411813
325,36.3880035022479
326,69.6024693556541
327,33.205435959161235
328,46.61720395233935
329,30.541397907085287
330,37.350218568718425
331,78.63390878638069
332,21.53451666914798
333,70.09730606650018
334,58.71938885394235
335,61.396944546397386
336,60.799634489886024
337,23.873461355897398
338,33.859223719937276
339,42.46386190787476
340,70.30352218748742
341,75.18671760098243
342,70.79413219592075
343,64.04025740513316
344,33.19639291770149
345,34.9862869453504
346,37.53012881381679
347,40.03484970744023
348,40.4661970669698
349,24.210294901671144
350,48.186904806200744
351,33.41556997005156
352,54.20665379943071
353,21.752729184283112
354,22.034860927842644
355,31.09368078330125
356,26.764924245945295
357,25.5474987387245
358,33.29494217108835
359,68.59906199880686
360,34.09690623339969
361,27.396917609179614
362,33.77915199363653
363,66.34146056541317
364,53.57835388610745
365,48.79945060400626
366,53.2662398808798
367,29.00313192525044
368,60.36608526185383
369,55.68834170183831
370,36.53716633495365
371,27.662736876652207
372,33.15499933682966
373,71.18272976691627
374,51.63391439110275
375,36.77588195573835
376,24.73208524104222
377,63.74829805035858
378,47.4958445807328
379,66.24290682250563
380,34.20113635896744
381,29.860532373632065
382,61.62349473091126
383,67.9207630495482
384,40.36554796929438
385,63.26485312115187
386,28.536313038248135
387,35.513903915850314
388,55.027818171809805
389,31.638777202271104
390,71.31039472451772
391,68.02268561971927
392,66.00142227844377
393,38.31745679887508
394,76.21894529317039
395,71.02148666250302
396,34.15944819536986
397,24.622290161083512
398,69.96922482639916
399,33.99154106290654
400,45.519916990178984
401,69.96654284777014
402,28.637264495055746
403,67.23130420811833
404,70.34949068685238
405,53.92513586736174
406,30.954196364553095
407,63.392398030889
408,42.12295618405471
409,31.888231802728587
410,36.14434783860675
411,38.997159014464046
412,32.82203544417517
413,39.77902684592765
414,61.684893686181674
415,50.183658922328256
416,41.78531658952943
417,39.5930328311791
418,27.582068924845718
419,41.944891003878055
420,22.797768129946217
421,41.15746364787087
422,32.55990671235556
423,55.33474285281063
424,24.695795532371015
425,48.73352962176504
426,30.800859919278025
427,32.815281443631605
428,53.663319782640144
429,33.29215345188012
430,61.90087826242716
431,31.89263709565876
432,70.75721095947662
433,61.7461566222706
434,70.54716966664117
435,56.51872058992815
436,28.825572876083164
437,71.67729937878727
438,43.48411303250664
439,47.53128108726227
440,71.95739586824917
441,29.419551694029085
442,69.8537621749055
443,66.06965172754393
444,67.08957411995002
445,67.61918644865915
446,71.58359029370573
447,53.182498677545084
448,56.81952537655844
449,71.91707584825377
450,65.46667306179484
451,74.97540147981053
452,27.262084252550146
453,55.92494097876742
454,57.70382144861817
455,49.95120438093468
456,45.82000331302089
457,54.35138957412372
458,40.12177368529972
459,55.62642039616954
460,35.22103891879999
461,36.76092963518733
462,28.821589520616822
463,47.56600268379396
464,24.226098567183357
465,56.93242886947596
466,24.018515185605448
467,61.34287568282549
468,40.57491004021754
469,71.39376574963609
470,56.55895222907915
471,67.91158000702589
472,34.89072203223845
473,35.04956923616698
474,28.452365630314546
475,70.36590453826972
476,25.487120558534762
477,72.05873697848455
478,32.195538958995094
479,58.860489491337184
480,58.382143368101616
481,42.898023364912376
482,69.22219686958314
483,39.97592126448907
484,37.404300022271656
485,60.52620255013174
486,68.21878253508268
487,34.20177009545767
488,73.54220898769587
489,28.222668048107575
490,70.24438436105434
491,38.173097691118755
492,66.57025844961784
493,30.9455048286345
494,69.72616466242361
495,36.734112034923406
496,80.2693249666698
497,69.87744650269259
498,37.81158845359914
499,32.66241496679507
500,59.38306943649697
501,45.415991291088986
502,72.80085739093482
503,29.778440747463648
504,42.5706140981364
505,50.60290549219803
506,41.38626807848797
507,70.56846545340449
508,27.949322402090708
509,79.1592245969658
510,36.809020680920966
511,62.073756387665995
512,29.754716859590616
513,81.71626412458146
514,64.73771462781225
515,37.413634455003034
516,43.99733644617854
517,46.503099139375855
518,41.70549365328835
519,47.319742692492206
520,69.4693804163401
521,70.58947538089869
522,71.83805347542504
523,27.69177071802723
524,34.76724172094652
525,68.18397988296203
526,42.374672955932915
527,53.66002116158469
528,23.937521623166504
529,38.78563664782331
530,31.235930684646455
531,28.588433620244214
532,37.722357518436226
533,57.97978055520397
534,54.990609157159355
535,28.97677679047793
536,56.950115405836236
537,76.20997651256613
538,68.62608574856978
539,72.71253771974872
540,67.16834417975636
541,39.40992074643513
542,77.43574256086778
543,45.752948380568036
544,62.563912975910114
545,73.37992716774984
546,71.74344562436244
547,66.63403898088822
548,63.79850246396198
549,53.964856821736696
550,40.79385578779397
551,29.741050739648134
552,54.84465292884019
553,29.733907239867587
554,75.18650080972584
555,46.489632527026615
556,37.79012031902812
557,33.32320082733851
558,70.54406055408009
559,43.71819965968347
560,33.85685949639309
561,67.6170105087163
562,72.53928031747314
563,67.53131413146512
564,29.45574072011745
565,76.09733409731078
566,61.66146332522447
567,45.97371312768145
568,60.01668600396708
569,35.551353598346005
570,72.20520416040246
571,28.77213761190846
572,69.65960754269035
573,55.18688786066911
574,46.26465402778325
575,37.647615366879165
576,41.560542278072106
577,25.420327997032004
578,58.19908130755204
579,28.485233546754937
580,28.584669176133637
581,32.87718280039565
582,73.58104159631958
583,42.65369881018947
584,36.98308847175688
585,30.571016632778672
586,72.05217122743996
587,44.00438748924565
588,47.458819453792536
589,32.29183421060556
590,68.34345612323182
591,43.65867654846434
592,77.65811898338592
593,58.664539725249554
594,64.5960906410479
595,31.270580724515387
596,66.8964400361692
597,40.87342724485902
598,46.325999471051816
599,55.55834944031195
600,33.420555851596305
601,69.64355472608484
602,60.83199570055692
603,69.75371337315593
604,65.59212438924268
605,35.0982475056303
606,36.840790850587176
607,64.73130837987824
608,32.387141825343214
609,29.03835071063295
610,63.76880916298242
611,46.5222095913266
612,35.05797683622773
613,38.21099478903339
614,33.43651141689919
615,39.93154321743163
616,33.57799595166527
617,27.92238698527384
618,55.630311904736494
619,34.47776879409981
620,34.3985236816614
621,56.70634839163348
622,67.20036249117815
623,63.09300833605791
624,34.71458288404191
625,79.145067358201
626,48.55160288638082
627,67.55357457031673
628,79.88634932800963
629,33.11864827040084
630,35.95147289985841
631,36.53426451965414
632,71.1783242264419
633,41.4394826288512
634,33.08335789369042
635,40.86160413797613
636,32.410482141824424
637,70.24667758827665
638,28.75019248420675
639,75.73979471760408
640,68.19551508957655
641,43.88909066448268
642,37.12171104201487
643,68.02038223074035
644,59.28208713388139
645,29.378838724221524
646,70.78380283606724
647,62.87117902565911
648,50.60630270853724
649,80.63315244081872
650,30.38971206938579
651,31.372802846973755
652,20.968943849160713
653,35.63413096422445
654,29.435367150496997
655,41.406074736664955
656,28.052631358141703
657,77.49523690166066
658,35.94683451108837
659,40.97195097747215
660,41.32399114129235
661,22.030534520417035
662,28.51954256537018
663,33.80528591264208
664,40.47464158567835
665,73.1995929809749
666,25.56785903164651
667,40.06875409740986
668,64.52357448631918
669,35.26653016080861
670,32.4461240666061
671,29.946698302655495
672,17.439191808162747
673,36.99255714551444
674,35.016810808269696
675,70.5850180352035
676,49.114411999963885
677,33.107273996265775
678,35.76364213538968
679,77.00971266424924
680,66.33529629218992
681,42.775420474734204
682,36.089251606355724
683,54.090688465762085
684,30.02993354562889
685,49.79597795695196
686,69.42202440703372
687,32.83959837752347
688,78.21188980750578
689,60.25822782993453
690,35.469996032824085
691,60.75377825889328
692,66.40842512818875
693,33.92042221709353
694,27.342336779034454
695,69.02028304814336
696,52.06874423757051
697,72.87895667046043
698,75.5184686329744
699,32.77756572305869
700,56.97279193940626
701,40.390748881091795
702,27.5100734737717
703,34.78355621304899
704,32.31400918065229
705,27.213540066680167
706,42.88302874758869
707,69.62730327630925
708,57.81844215071165
709,45.978376544009
710,62.07802834249465
711,58.29008558159021
712,29.914113080200003
713,71.19643369469884
714,68.64309693258596
715,23.337287464907
716,30.173442262746317
717,65.21055698380664
718,36.96730492279572
719,45.10920205970145
720,64.32984303773488
721,68.90042928586789
722,32.02520726913411
723,29.656523308358732
724,61.87969606859862
725,44.15041821484118
726,31.42797039051635
727,58.52433422704424
728,75.49286824906885
729,30.9745378331926
730,30.267056817048278
731,46.687646683767866
732,29.198992067988396
733,42.700188209750344
734,44.237525400182676
735,27.55375092459583
736,66.94835424795392
737,43.86816956336814
738,40.62763886011181
739,26.35798191067873
740,31.194026515764058
741,66.5884936803687
742,53.092185828995795
743,37.55429725648728
744,31.67269371359622
745,50.31473273966924
746,58.756095221500345
747,60.75979119372711
748,34.341137800409015
749,42.57630683210024
750,72.5289238863129
751,43.623865438735976
752,87.16885592882011
753,42.09312839908841
754,36.03389055222206
755,45.7767005953635
756,20.691443492719763
757,71.72003627401187
758,68.38241660447707
759,54.0352853180713
760,30.356906293147762
761,44.24215626166197
762,41.673672407376294
763,37.14122710458899
764,73.0008508228634
765,69.04261695137785
766,29.31501643667226
767,94.22566453578017
768,33.874191715197675
769,40.58570286655147
770,30.712277073249982
771,74.10411786892078
772,66.41238547320039
773,27.320191210591425
774,30.549061696613833
775,40.45566289778928
776,39.572160841526305
777,30.247211680282078
778,32.16214113362993
779,36.13435040750784
780,44.780724818890135
781,46.364664255266696
782,74.245302519887
783,73.89113725004862
784,37.42665227723333
785,25.71418633491486
786,51.78563571716774
787,71.1033161661809
788,66.78361358530327
789,43.90030703190625
790,67.10051962169331
791,31.54309113847834
792,29.96331012597368
793,34.08525496946776
794,73.04103863766902
795,39.54741907633182
796,48.1326776504593
797,33.40664467396258
798,71.78669815098439
799,72.63926512070036
800,65.51184325090118
801,50.43971327293842
802,23.08368442339653
803,52.68833208850509
804,73.56933270898384
805,66.65531123499876
806,63.98334900205167
807,56.18337722311311
808,67.26717963182006
809,49.7576896374237
810,74.98331763997453
811,49.631125308570866
812,30.450524575260708
813,73.16011471594214
814,49.709794860048746
815,77.27852709738829
816,25.34619186813059
817,49.4333453374182
818,69.72804969549043
819,33.83541015050506
820,38.71399099731933
821,50.19557279513786
822,45.73414018319972
823,63.16703862164458
824,72.4319440713916
825,84.96001397229618
826,55.52398405860484
827,42.48023822743062
828,29.18672262167857
829,40.38237897942624
830,32.69374994043762
831,68.98530545187887
832,44.316170579579435
833,48.45104239765668
834,32.03497193550619
835,63.44179144108663
836,29.553985763023906
837,32.41237091364634
838,32.20519638812267
839,53.296780568556635
840,71.13448019927183
841,71.13786367118298
842,56.34910532904578
843,51.80181183138975
844,87.67138333536174
845,37.136216331655
846,46.15898056028879
847,33.3139519406168
848,69.53019159452776
849,40.75925516234114
850,26.245870658181516
851,57.86872043302209
852,50.546180027693325
853,31.537517237667807
854,32.87750571864787
855,31.434091338328166
856,60.664024829154464
857,28.97453337170898
858,33.582890373443746
859,66.64786057562226
860,34.61276249043962
861,40.63944140252504
862,51.80712584466044
863,29.36644173761916
864,30.385390203293284
865,46.80684328892399
866,78.51881866456588
867,31.782869326635133
868,42.68204399524881
869,64.84091359631046
870,26.834688836014738
871,29.421103576107015
872,59.51209737355113
873,49.02229607157422
874,17.138430288507003
875,67.9240591269021
876,27.52861058076552
877,35.29411690463956
878,43.11801250853626
879,20.59406076734412
880,30.475946466529432
881,31.682409207923204
882,74.69307034980226
883,33.926756882027505
884,50.842217646627034
885,30.035707281919688
886,56.03588983967637
887,56.797782498654435
888,76.44422566467424
889,59.391071766359914
890,35.05784219294985
891,27.254040329657073
892,72.85486372147363
893,29.178727353359253
894,37.306963491262216
895,19.28328671497458
896,52.20618475666442
897,45.20678387544343
898,42.97263367262326
899,70.83391615802212
900,26.482617753312336
901,69.5326140606243
902,78.08682539309036
903,73.72938614202805
904,54.700284780167564
905,79.5028621569264
906,46.70869693698842
907,70.10342507664713
908,51.41912606312485
909,52.307066766196
910,50.51847614484935
911,71.41703277811203
912,74.38097470875505
913,68.39788261999897
914,32.07529022679972
915,42.27968123770603
916,58.87562335777764
917,51.088001196318515
918,26.96666561501714
919,36.09174256753961
920,24.414788440907582
921,32.41963396229154
922,50.482430357473646
923,36.743040856613966
924,67.63145168403642
925,84.55955951991436
926,55.06902571860173
927,37.804599980599484
928,36.82342137775122
929,31.424332234448546
930,35.43902816693912
931,32.95553384686704
932,29.828118154019517
933,55.07251765844651
934,29.9081865251961
935,48.17424790282398
936,66.8019024075044
937,19.851638734180263
938,68.1476835420636
939,56.56360489649848
940,62.531770264109035
941,44.90589116466943
942,45.525449398361566
943,61.742012550711436
944,27.765798717942985
945,67.64464994813802
946,35.01646992434975
947,59.73949156886455
948,54.11523728318683
949,47.64258169225454
950,25.53341426135394
951,48.58749188878855
952,52.51138665583212
953,53.69451875316028
954,41.81589816946098
955,90.85982464435874
956,61.241004831346814
957,42.56043015274525
958,48.33175305369647
959,30.157575021451436
960,34.77838796819601
961,45.555925504193226
962,31.845846941206155
963,70.17181183604399
964,51.563788692404174
965,36.40918328392786
966,32.695772158839546
967,69.58980832360776
968,29.91389595322383
969,27.311396912245012
970,63.81150357128905
971,35.68874036139728
972,29.673121662300552
973,38.5629972430314
974,39.50382457942003
975,34.452845292761914
976,57.68009960123766
977,70.60923530196011
978,68.30986584849829
979,24.769935674423355
980,49.868435361786375
981,35.638732132486375
982,66.61609444761504
983,30.846622677224754
984,49.77563269918019
985,40.005427276043726
986,31.598025655151453
987,72.51046669460416
988,28.060755529601323
989,72.13020040481442
990,39.3036417949956
991,52.016796954929625
992,41.04156084929231
993,28.51483158094509
994,70.72536589403362
995,14.482509582725491
996,51.33593986104944
997,27.414889471798823
998,75.21880522294603
999,29.764483764050826
1000,28.723032076143788
1001,61.915651161851386
1002,33.219693594342075
1003,60.09375085986515
1004,59.517549698175664
1005,27.893667657089917
1006,74.57177173685584
1007,33.57426481526851
1008,54.112485024393116
1009,32.81227863728924
1010,77.90920734685946
1011,29.15211576755197
1012,30.63735242764271
1013,70.32805844414399
1014,56.9912636223486
1015,70.87458240034664
1016,37.1224642634607
1017,51.01016620790269
1018,31.344954346328954
1019,74.47173198261237
1020,28.880716925606457
1021,42.38500137227654
1022,42.7618012035691
1023,66.09212832312758
1024,61.669593973647906
1025,25.628993555765142
1026,30.501546912480187
1027,29.743753552809043
1028,21.367677039781377
1029,32.627668481210655
1030,64.3580076027731
1031,34.6005932460878
1032,34.710880486837844
1033,29.407846950435466
1034,23.9031288894426
1035,70.17165106434942
1036,73.04774854858593
1037,67.67160506211097
1038,55.328682243222204
1039,66.53763455309547
1040,55.60710445445666
1041,25.26996508809633
1042,66.3653166908017
1043,72.74507167855948
1044,27.655169460161993
1045,71.12457571440815
1046,29.137759060676743
1047,33.35243295235581
1048,45.27239454794235
1049,33.80285603046232
1050,31.1064480941241
1051,68.27004207684232
1052,43.12827622928053
1053,54.45177663058723
1054,66.54414991878376
1055,39.3574529110074
1056,30.737849300290048
1057,30.65878398928385
1058,53.272067462219006
1059,31.801974132067045
1060,65.60811311965594
1061,52.377467500814674
1062,69.33020321953286
1063,56.79961953876267
1064,39.458297675609074
1065,58.261468769452534
1066,51.958009413799076
1067,52.0191674651705
1068,30.24959369285621
1069,34.18153092232738
1070,40.46652555235206
1071,23.181236291960552
1072,43.10531432953525
1073,32.855346033286395
1074,58.18817561577206
1075,37.88810170023888
1076,76.003921538375
1077,40.516288433900606
1078,59.98319744257542
1079,48.35308878641963
1080,35.92958827610326
1081,29.396041114409375
1082,30.624161560819743
1083,74.53342742318078
1084,58.396947996257765
1085,28.575192452589583
1086,33.6686877244347
1087,62.436184455230475
1088,31.0906500946633
1089,41.1342324962275
1090,29.95505904583206
1091,74.51632720541433
1092,66.83343622484281
1093,28.558295790681306
1094,30.984963855845287
1095,77.0423975886541
1096,36.47331185808429
1097,71.85429652545979
1098,67.66455658523432
1099,74.91717766314983
1100,27.79987391318117
1101,28.526060194959506
1102,55.91902461081756
1103,34.245703663806594
1104,64.62537842710066
1105,37.33460156368659
1106,62.74809864126845
1107,59.63920903459509
1108,23.08232495207012
1109,56.517478594396444
1110,50.97458762662938
1111,51.804609678865184
1112,53.47066294518779
1113,35.91136402638421
1114,63.965772931624926
1115,65.57283907101385
1116,52.446710790867904
1117,39.71316709725387
1118,62.413151478357676
1119,38.0358433695647
1120,32.98682316790716
1121,31.301658195781553
1122,32.05007155384328
1123,34.71333194854137
1124,65.66286138372604
1125,24.49219789939867
1126,60.64449184262462
1127,48.16093656482336
1128,39.803264061275094
1129,40.38749319152683
1130,62.593537391277295
1131,76.20470694992773
1132,38.90650921559378
1133,37.90778976408926
1134,63.53967280734728
1135,57.72760304065298
1136,44.29940060526714
1137,49.179667323680434
1138,51.979710844701735
1139,45.08552848090425
1140,49.75612762508076
1141,45.62400354343591
1142,71.8111634985716
1143,26.068181150436402
1144,65.41103203602377
1145,71.78323659448279
1146,33.363427109656556
1147,46.33894729197165
1148,32.780055664280795
1149,66.92628364079633
1150,30.47294099038812
1151,34.306739502552496
1152,28.84228629414075
1153,58.617967110348424
1154,33.40670134643118
1155,35.28480575239472
1156,27.576477619003434
1157,68.81723305160777
1158,63.82513669903157
1159,64.72038731579406
1160,30.771904481477012
1161,60.01630031699308
1162,71.48523939011986
1163,26.268785250427467
1164,72.47430957290327
1165,61.96271013006421
1166,72.8766965234168
1167,70.21430920728065
1168,31.423634955185165
1169,48.156433941893155
1170,23.800701622182004
1171,70.10629957839984
1172,29.94140460702109
1173,61.23787771763502
1174,62.124202156186385
1175,42.33959710233636
1176,56.5403967518295
1177,66.18407900976774
1178,38.473882075683704
1179,33.800649642204725
1180,36.8712354158731
1181,66.92848953602505
1182,53.41033455905679
1183,31.836059793128342
1184,38.47103902980568
1185,40.421783005238
1186,65.1269166531873
1187,50.84039261089546
1188,24.791296596039643
1189,28.96480508305702
1190,29.304075857882918
1191,60.336063662901715
1192,45.51334684536068
1193,37.081867374825514
1194,39.71421036824591
1195,43.03760977681623
1196,31.41109037061103
1197,69.77964760463995
1198,31.76765306927392
1199,51.39526598153121
1200,67.42062700355145
1201,36.33180091793037
1202,74.58140081971877
1203,54.81448556537289
1204,64.10325382511567
1205,32.25007015003325
1206,34.36200365491777
1207,66.24606762506829
1208,45.906517944354384
1209,63.57704513055222
1210,51.329186062839554
1211,42.72096649785593
1212,84.10331546588844
1213,49.528052064005074
1214,70.63025613606676
1215,60.52813281279036
1216,28.74688410970661
1217,53.253461026438664
1218,29.241097728395662
1219,63.71302509903683
1220,37.7711017059682
1221,43.449634678955036
1222,40.97644249290443
1223,37.03505578499824
1224,31.159855929915018
1225,58.519892190697675
1226,71.53324528922941
1227,59.78593755568751
1228,36.94486609615315
1229,74.37668291158614
1230,41.389625218627295
1231,30.25232813951989
1232,43.42752276245921
1233,57.87339553019534
1234,63.4377071164878
1235,45.074628070416885
1236,77.23268892922636
1237,56.1813244025471
1238,50.16628866329489
1239,34.22181611036903
1240,33.97650512765513
1241,67.30857165379608
1242,38.19936009654692
1243,33.44197128861646
1244,53.61372827366277
1245,48.841898170848054
1246,66.55844923671313
1247,52.23239189827148
1248,74.37956370728344
1249,24.683377640263583
1250,46.972018360787274
1251,25.760866114469536
1252,29.84335912396494
1253,28.45651021005192
1254,76.54262348562327
1255,50.64489541889731
1256,44.3970038594314
1257,75.92857644415561
1258,66.24191041308598
1259,72.81448572014011
1260,57.475101592299694
1261,33.661345149519036
1262,30.55388370394392
1263,77.51780287973824
1264,31.82035834601742
1265,59.232243737211675
1266,31.333967571796435
1267,67.2448895376903
1268,34.66570502480662
1269,66.50281360344889
1270,35.74238118348458
1271,39.45874988805943
1272,41.28443106883466
1273,43.16968470486813
1274,69.03391175362891
1275,65.3916913509666
1276,57.06487406989654
1277,34.38588698377311
1278,40.093623059924056
1279,29.23065613837893
1280,69.55609996881684
1281,58.00865253356119
1282,52.5599210516168
1283,32.0145899712646
1284,71.41454688197992
1285,79.40806395235404
1286,37.31911045342265
1287,39.67882542804189
1288,49.07709447714057
1289,60.47498887066697
1290,34.09435835409027
1291,72.59164188491033
1292,52.29510537792355
1293,27.208132713666334
1294,43.81383847895371
1295,68.61076289244419
1296,32.25506464345322
1297,33.308158765658625
1298,36.58110111845311
1299,46.49643743938492
1300,38.48799858174159
1301,79.95970584601268
1302,68.14979147033777
1303,65.17677633412072
1304,67.27810942664446
1305,41.46926551690284
1306,65.2162868018351
1307,24.146593833582887
1308,55.26911878130504
1309,31.83656628273426
1310,48.44800297390741
1311,57.29297315961179
1312,68.89486355057926
1313,36.87021748356949
1314,29.37085384660132
1315,30.823849279731085
1316,29.041327207481125
1317,56.550882636898955
1318,30.90752424874346
1319,37.53073861293399
1320,53.97935527650458
1321,32.71555348714621
1322,69.09375537694949
1323,69.93034807425695
1324,49.73906818883377
1325,66.68195877094632
1326,33.89068560694916
1327,27.07953180056838
1328,73.30058921914383
1329,41.17539209736124
1330,66.51499419065247
1331,46.580702976898024
1332,25.119897160420226
1333,34.11401771872802
1334,73.79024231128051
1335,75.00450638332083
1336,73.20715534763528
1337,30.392898161246567
1338,47.299809108219854
1339,54.073044909008296
1340,28.413829265752863
1341,27.27719355620874
1342,32.963301021758035
1343,35.03425097435313
1344,30.910359231560932
1345,31.64592960430426
1346,52.08031071505924
1347,29.27152960077414
1348,69.07549731489799
1349,57.986063157759986
1350,39.30467039463262
1351,61.7634768011108
1352,28.17562029044248
1353,74.29433119177196
1354,69.72495670248274
1355,31.931670929355658
1356,64.01585226459619
1357,29.585175788099903
1358,30.633339613784475
1359,32.03384172581261
1360,50.32350519647785
1361,66.21687954706901
1362,40.09099094269865
